Study,Run ID,Consent,Size (MB),Organism,Tissue
SRP143499,SRR7074621,public,1122,Homo sapiens,prostate gland
SRP143499,SRR7074622,public,1070,Homo sapiens,prostate gland
SRP143499,SRR7074623,public,1060,Homo sapiens,prostate gland
SRP143499,SRR7074624,public,1075,Homo sapiens,prostate gland
SRP143499,SRR7074625,public,1097,Homo sapiens,prostate gland
SRP145374,SRR7146974,public,3105,Homo sapiens,prostate gland
SRP145374,SRR7146975,public,1946,Homo sapiens,prostate gland
SRP145374,SRR7146976,public,2099,Homo sapiens,prostate gland
SRP145374,SRR7146977,public,1672,Homo sapiens,prostate gland
SRP145374,SRR7146978,public,1687,Homo sapiens,prostate gland
SRP145374,SRR7146979,public,1804,Homo sapiens,prostate gland
SRP145374,SRR7146980,public,2848,Homo sapiens,prostate gland
SRP145374,SRR7146981,public,1372,Homo sapiens,prostate gland
SRP145374,SRR7146982,public,2914,Homo sapiens,prostate gland
SRP145374,SRR7146983,public,2683,Homo sapiens,prostate gland
SRP145374,SRR7146984,public,2494,Homo sapiens,prostate gland
SRP149919,SRR7271190,public,10434,Homo sapiens,prostate gland
SRP149919,SRR7271191,public,9927,Homo sapiens,prostate gland
SRP149919,SRR7271192,public,10409,Homo sapiens,prostate gland
SRP149919,SRR7271193,public,8808,Homo sapiens,prostate gland
SRP149919,SRR7271194,public,9960,Homo sapiens,prostate gland
SRP149919,SRR7271195,public,10898,Homo sapiens,prostate gland
SRP149919,SRR7271196,public,10298,Homo sapiens,prostate gland
SRP149919,SRR7271197,public,11513,Homo sapiens,prostate gland
SRP149919,SRR7271198,public,9630,Homo sapiens,prostate gland
SRP149919,SRR7271199,public,10626,Homo sapiens,prostate gland
SRP149919,SRR7271200,public,10130,Homo sapiens,prostate gland
SRP149919,SRR7271201,public,9795,Homo sapiens,prostate gland
SRP149919,SRR7271202,public,9565,Homo sapiens,prostate gland
SRP149919,SRR7271203,public,10262,Homo sapiens,prostate gland
SRP149919,SRR7271204,public,8286,Homo sapiens,prostate gland
SRP149919,SRR7271205,public,9689,Homo sapiens,prostate gland
SRP149919,SRR7271206,public,11593,Homo sapiens,prostate gland
SRP149919,SRR7271207,public,11044,Homo sapiens,prostate gland
SRP149919,SRR7271208,public,12114,Homo sapiens,prostate gland
SRP149919,SRR7271209,public,10971,Homo sapiens,prostate gland
SRP149919,SRR7271210,public,8470,Homo sapiens,prostate gland
SRP149919,SRR7271211,public,9470,Homo sapiens,prostate gland
SRP149919,SRR7271212,public,9886,Homo sapiens,prostate gland
SRP149919,SRR7271213,public,9331,Homo sapiens,prostate gland
SRP150061,SRR7280544,public,91,Homo sapiens,prostate gland
SRP150061,SRR7280545,public,100,Homo sapiens,prostate gland
SRP150061,SRR7280546,public,221,Homo sapiens,prostate gland
SRP150061,SRR7280547,public,188,Homo sapiens,prostate gland
SRP150061,SRR7280548,public,169,Homo sapiens,prostate gland
SRP150061,SRR7280549,public,195,Homo sapiens,prostate gland
SRP150061,SRR7280550,public,201,Homo sapiens,prostate gland
SRP150061,SRR7280551,public,159,Homo sapiens,prostate gland
SRP150061,SRR7280552,public,129,Homo sapiens,prostate gland
SRP150061,SRR7280553,public,390,Homo sapiens,prostate gland
SRP150061,SRR7280554,public,338,Homo sapiens,prostate gland
SRP150061,SRR7280555,public,123,Homo sapiens,prostate gland
SRP150061,SRR7280556,public,193,Homo sapiens,prostate gland
SRP150061,SRR7280557,public,302,Homo sapiens,prostate gland
SRP150061,SRR7280558,public,156,Homo sapiens,prostate gland
SRP150061,SRR7280559,public,138,Homo sapiens,prostate gland
SRP150061,SRR7280560,public,172,Homo sapiens,prostate gland
SRP150061,SRR7280561,public,573,Homo sapiens,prostate gland
SRP150061,SRR7280562,public,345,Homo sapiens,prostate gland
SRP150061,SRR7280563,public,338,Homo sapiens,prostate gland
SRP150061,SRR7280564,public,212,Homo sapiens,prostate gland
SRP150061,SRR7280565,public,268,Homo sapiens,prostate gland
SRP150061,SRR7280566,public,495,Homo sapiens,prostate gland
SRP150061,SRR7280567,public,271,Homo sapiens,prostate gland
SRP150061,SRR7280568,public,269,Homo sapiens,prostate gland
SRP150061,SRR7280569,public,343,Homo sapiens,prostate gland
SRP150061,SRR7280570,public,334,Homo sapiens,prostate gland
SRP150061,SRR7280571,public,301,Homo sapiens,prostate gland
SRP150061,SRR7280572,public,372,Homo sapiens,prostate gland
SRP150061,SRR7280573,public,370,Homo sapiens,prostate gland
SRP150061,SRR7280574,public,238,Homo sapiens,prostate gland
SRP150061,SRR7280575,public,390,Homo sapiens,prostate gland
SRP150061,SRR7280576,public,365,Homo sapiens,prostate gland
SRP150061,SRR7280577,public,503,Homo sapiens,prostate gland
SRP150061,SRR7280578,public,268,Homo sapiens,prostate gland
SRP150061,SRR7280579,public,177,Homo sapiens,prostate gland
SRP150061,SRR7280580,public,196,Homo sapiens,prostate gland
SRP150061,SRR7280581,public,274,Homo sapiens,prostate gland
SRP150061,SRR7280582,public,209,Homo sapiens,prostate gland
SRP150061,SRR7280583,public,223,Homo sapiens,prostate gland
SRP150061,SRR7280584,public,195,Homo sapiens,prostate gland
SRP150061,SRR7280585,public,290,Homo sapiens,prostate gland
SRP150061,SRR7280586,public,328,Homo sapiens,prostate gland
SRP150061,SRR7280587,public,208,Homo sapiens,prostate gland
SRP150061,SRR7280588,public,84,Homo sapiens,prostate gland
SRP150061,SRR7280589,public,191,Homo sapiens,prostate gland
SRP150061,SRR7280590,public,245,Homo sapiens,prostate gland
SRP150061,SRR7280591,public,154,Homo sapiens,prostate gland
SRP150061,SRR7280592,public,363,Homo sapiens,prostate gland
SRP150061,SRR7280593,public,211,Homo sapiens,prostate gland
SRP150061,SRR7280594,public,306,Homo sapiens,prostate gland
SRP150061,SRR7280595,public,483,Homo sapiens,prostate gland
SRP150061,SRR7280596,public,258,Homo sapiens,prostate gland
SRP150061,SRR7280597,public,340,Homo sapiens,prostate gland
SRP150061,SRR7280598,public,279,Homo sapiens,prostate gland
SRP150061,SRR7280599,public,678,Homo sapiens,prostate gland
SRP150061,SRR7280600,public,580,Homo sapiens,prostate gland
SRP150061,SRR7280601,public,624,Homo sapiens,prostate gland
SRP150061,SRR7280602,public,461,Homo sapiens,prostate gland
SRP150061,SRR7280603,public,471,Homo sapiens,prostate gland
SRP150061,SRR7280484,public,225,Homo sapiens,prostate gland
SRP150061,SRR7280485,public,891,Homo sapiens,prostate gland
SRP150061,SRR7280486,public,631,Homo sapiens,prostate gland
SRP150061,SRR7280487,public,772,Homo sapiens,prostate gland
SRP150061,SRR7280488,public,709,Homo sapiens,prostate gland
SRP150061,SRR7280489,public,173,Homo sapiens,prostate gland
SRP150061,SRR7280490,public,217,Homo sapiens,prostate gland
SRP150061,SRR7280491,public,530,Homo sapiens,prostate gland
SRP150061,SRR7280492,public,583,Homo sapiens,prostate gland
SRP150061,SRR7280493,public,276,Homo sapiens,prostate gland
SRP150061,SRR7280494,public,402,Homo sapiens,prostate gland
SRP150061,SRR7280495,public,686,Homo sapiens,prostate gland
SRP150061,SRR7280496,public,188,Homo sapiens,prostate gland
SRP150061,SRR7280497,public,224,Homo sapiens,prostate gland
SRP150061,SRR7280498,public,387,Homo sapiens,prostate gland
SRP150061,SRR7280499,public,213,Homo sapiens,prostate gland
SRP150061,SRR7280500,public,289,Homo sapiens,prostate gland
SRP150061,SRR7280501,public,334,Homo sapiens,prostate gland
SRP150061,SRR7280502,public,160,Homo sapiens,prostate gland
SRP150061,SRR7280503,public,321,Homo sapiens,prostate gland
SRP150061,SRR7280504,public,563,Homo sapiens,prostate gland
SRP150061,SRR7280505,public,331,Homo sapiens,prostate gland
SRP150061,SRR7280506,public,746,Homo sapiens,prostate gland
SRP150061,SRR7280507,public,489,Homo sapiens,prostate gland
SRP150061,SRR7280508,public,458,Homo sapiens,prostate gland
SRP150061,SRR7280509,public,757,Homo sapiens,prostate gland
SRP150061,SRR7280510,public,200,Homo sapiens,prostate gland
SRP150061,SRR7280511,public,773,Homo sapiens,prostate gland
SRP150061,SRR7280512,public,513,Homo sapiens,prostate gland
SRP150061,SRR7280513,public,641,Homo sapiens,prostate gland
SRP150061,SRR7280514,public,260,Homo sapiens,prostate gland
SRP150061,SRR7280515,public,140,Homo sapiens,prostate gland
SRP150061,SRR7280516,public,317,Homo sapiens,prostate gland
SRP150061,SRR7280517,public,267,Homo sapiens,prostate gland
SRP150061,SRR7280518,public,68,Homo sapiens,prostate gland
SRP150061,SRR7280519,public,253,Homo sapiens,prostate gland
SRP150061,SRR7280520,public,135,Homo sapiens,prostate gland
SRP150061,SRR7280521,public,238,Homo sapiens,prostate gland
SRP150061,SRR7280522,public,133,Homo sapiens,prostate gland
SRP150061,SRR7280523,public,258,Homo sapiens,prostate gland
SRP150061,SRR7280524,public,259,Homo sapiens,prostate gland
SRP150061,SRR7280525,public,317,Homo sapiens,prostate gland
SRP150061,SRR7280526,public,114,Homo sapiens,prostate gland
SRP150061,SRR7280527,public,140,Homo sapiens,prostate gland
SRP150061,SRR7280528,public,309,Homo sapiens,prostate gland
SRP150061,SRR7280529,public,332,Homo sapiens,prostate gland
SRP150061,SRR7280530,public,264,Homo sapiens,prostate gland
SRP150061,SRR7280531,public,206,Homo sapiens,prostate gland
SRP150061,SRR7280532,public,139,Homo sapiens,prostate gland
SRP150061,SRR7280533,public,211,Homo sapiens,prostate gland
SRP150061,SRR7280534,public,212,Homo sapiens,prostate gland
SRP150061,SRR7280535,public,266,Homo sapiens,prostate gland
SRP150061,SRR7280536,public,274,Homo sapiens,prostate gland
SRP150061,SRR7280537,public,79,Homo sapiens,prostate gland
SRP150061,SRR7280538,public,470,Homo sapiens,prostate gland
SRP150061,SRR7280539,public,80,Homo sapiens,prostate gland
SRP150061,SRR7280540,public,160,Homo sapiens,prostate gland
SRP150061,SRR7280541,public,249,Homo sapiens,prostate gland
SRP150061,SRR7280542,public,166,Homo sapiens,prostate gland
SRP150061,SRR7280543,public,261,Homo sapiens,prostate gland
SRP150061,SRR7280468,public,82,Homo sapiens,prostate gland
SRP150061,SRR7280469,public,235,Homo sapiens,prostate gland
SRP150061,SRR7280470,public,224,Homo sapiens,prostate gland
SRP150061,SRR7280471,public,238,Homo sapiens,prostate gland
SRP150061,SRR7280472,public,90,Homo sapiens,prostate gland
SRP150061,SRR7280473,public,382,Homo sapiens,prostate gland
SRP150061,SRR7280474,public,111,Homo sapiens,prostate gland
SRP150061,SRR7280475,public,185,Homo sapiens,prostate gland
SRP150061,SRR7280476,public,140,Homo sapiens,prostate gland
SRP150061,SRR7280477,public,479,Homo sapiens,prostate gland
SRP150061,SRR7280478,public,524,Homo sapiens,prostate gland
SRP150061,SRR7280479,public,247,Homo sapiens,prostate gland
SRP150061,SRR7280480,public,658,Homo sapiens,prostate gland
SRP150061,SRR7280481,public,498,Homo sapiens,prostate gland
SRP150061,SRR7280482,public,475,Homo sapiens,prostate gland
SRP150061,SRR7280483,public,297,Homo sapiens,prostate gland
SRP175116,SRR8389968,public,595,Homo sapiens,prostate gland
SRP175116,SRR8389969,public,488,Homo sapiens,prostate gland
SRP175116,SRR8389970,public,926,Homo sapiens,prostate gland
SRP175116,SRR8389971,public,1506,Homo sapiens,prostate gland
SRP175116,SRR8389972,public,697,Homo sapiens,prostate gland
SRP175116,SRR8389973,public,660,Homo sapiens,prostate gland
SRP175116,SRR8389974,public,511,Homo sapiens,prostate gland
SRP175116,SRR8389975,public,839,Homo sapiens,prostate gland
SRP192719,SRR8908966,public,2205,Homo sapiens,prostate gland
SRP192719,SRR8908967,public,2069,Homo sapiens,prostate gland
SRP192719,SRR8908968,public,2205,Homo sapiens,prostate gland
SRP192719,SRR8908969,public,2533,Homo sapiens,prostate gland
SRP192719,SRR8908970,public,2794,Homo sapiens,prostate gland
SRP192719,SRR8908971,public,2434,Homo sapiens,prostate gland
SRP192852,SRR8922909,public,820,Homo sapiens,prostate gland
SRP192852,SRR8922910,public,810,Homo sapiens,prostate gland
SRP192852,SRR8922911,public,811,Homo sapiens,prostate gland
SRP192852,SRR8922912,public,729,Homo sapiens,prostate gland
SRP192852,SRR8922913,public,814,Homo sapiens,prostate gland
SRP192852,SRR8922914,public,823,Homo sapiens,prostate gland
SRP192852,SRR8922915,public,745,Homo sapiens,prostate gland
SRP192852,SRR8922916,public,717,Homo sapiens,prostate gland
SRP192852,SRR8922917,public,838,Homo sapiens,prostate gland
SRP192852,SRR8922918,public,750,Homo sapiens,prostate gland
SRP192852,SRR8922919,public,761,Homo sapiens,prostate gland
SRP192852,SRR8922920,public,688,Homo sapiens,prostate gland
SRP192852,SRR8922921,public,717,Homo sapiens,prostate gland
SRP192852,SRR8922922,public,753,Homo sapiens,prostate gland
SRP192852,SRR8922923,public,685,Homo sapiens,prostate gland
SRP192852,SRR8922924,public,731,Homo sapiens,prostate gland
SRP192852,SRR8922925,public,656,Homo sapiens,prostate gland
SRP192852,SRR8922926,public,735,Homo sapiens,prostate gland
SRP192852,SRR8922927,public,722,Homo sapiens,prostate gland
SRP192852,SRR8922928,public,642,Homo sapiens,prostate gland
SRP192852,SRR8922929,public,403,Homo sapiens,prostate gland
SRP192852,SRR8922930,public,299,Homo sapiens,prostate gland
SRP192852,SRR8922931,public,394,Homo sapiens,prostate gland
SRP192852,SRR10956413,public,726,Homo sapiens,prostate gland
SRP192852,SRR10956414,public,579,Homo sapiens,prostate gland
SRP192852,SRR10956415,public,590,Homo sapiens,prostate gland
SRP192852,SRR10956416,public,711,Homo sapiens,prostate gland
SRP192852,SRR10956417,public,1284,Homo sapiens,prostate gland
SRP193859,SRR8956098,public,6433,Homo sapiens,prostate gland
SRP193859,SRR8956099,public,6541,Homo sapiens,prostate gland
SRP193859,SRR8956100,public,11988,Homo sapiens,prostate gland
SRP193859,SRR8956101,public,12208,Homo sapiens,prostate gland
SRP193999,SRR8980028,public,2035,Homo sapiens,prostate gland
SRP193999,SRR8980029,public,2182,Homo sapiens,prostate gland
SRP193999,SRR8980030,public,2184,Homo sapiens,prostate gland
SRP193999,SRR8980031,public,2340,Homo sapiens,prostate gland
SRP199212,SRR9108937,public,13316,Homo sapiens,prostate gland
SRP199212,SRR9108938,public,8166,Homo sapiens,prostate gland
SRP199212,SRR9108941,public,7979,Homo sapiens,prostate gland
SRP199212,SRR9108939,public,14390,Homo sapiens,prostate gland
SRP199212,SRR9108940,public,10524,Homo sapiens,prostate gland
SRP218384,SRR9969892,public,432,Homo sapiens,prostate gland
SRP218384,SRR9969897,public,515,Homo sapiens,prostate gland
SRP218384,SRR9969895,public,677,Homo sapiens,prostate gland
SRP218384,SRR9969914,public,650,Homo sapiens,prostate gland
SRP218384,SRR9969926,public,1604,Homo sapiens,prostate gland
SRP218384,SRR9969931,public,754,Homo sapiens,prostate gland
SRP218384,SRR9969934,public,680,Homo sapiens,prostate gland
SRP218384,SRR9969940,public,358,Homo sapiens,prostate gland
SRP218384,SRR9969945,public,1464,Homo sapiens,prostate gland
SRP218384,SRR9969946,public,1597,Homo sapiens,prostate gland
SRP218384,SRR9969933,public,603,Homo sapiens,prostate gland
SRP218384,SRR9969930,public,743,Homo sapiens,prostate gland
SRP218384,SRR9969925,public,1763,Homo sapiens,prostate gland
SRP218384,SRR9969910,public,568,Homo sapiens,prostate gland
SRP218384,SRR9969911,public,591,Homo sapiens,prostate gland
SRP218384,SRR9969919,public,1295,Homo sapiens,prostate gland
SRP218384,SRR9969896,public,675,Homo sapiens,prostate gland
SRP218384,SRR9969905,public,432,Homo sapiens,prostate gland
SRP218384,SRR9969898,public,590,Homo sapiens,prostate gland
SRP218384,SRR9969889,public,378,Homo sapiens,prostate gland
SRP218384,SRR9969890,public,480,Homo sapiens,prostate gland
SRP218384,SRR9969893,public,666,Homo sapiens,prostate gland
SRP218384,SRR9969902,public,470,Homo sapiens,prostate gland
SRP218384,SRR9969916,public,638,Homo sapiens,prostate gland
SRP218384,SRR9969917,public,1140,Homo sapiens,prostate gland
SRP218384,SRR9969918,public,1582,Homo sapiens,prostate gland
SRP218384,SRR9969924,public,706,Homo sapiens,prostate gland
SRP218384,SRR9969929,public,703,Homo sapiens,prostate gland
SRP218384,SRR9969932,public,597,Homo sapiens,prostate gland
SRP218384,SRR9969941,public,603,Homo sapiens,prostate gland
SRP218384,SRR9969947,public,1529,Homo sapiens,prostate gland
SRP218384,SRR9969948,public,1804,Homo sapiens,prostate gland
SRP218384,SRR9969943,public,754,Homo sapiens,prostate gland
SRP218384,SRR9969944,public,1315,Homo sapiens,prostate gland
SRP218384,SRR9969938,public,517,Homo sapiens,prostate gland
SRP218384,SRR9969935,public,605,Homo sapiens,prostate gland
SRP218384,SRR9969936,public,947,Homo sapiens,prostate gland
SRP218384,SRR9969927,public,1619,Homo sapiens,prostate gland
SRP218384,SRR9969922,public,591,Homo sapiens,prostate gland
SRP218384,SRR9969912,public,702,Homo sapiens,prostate gland
SRP218384,SRR9969901,public,598,Homo sapiens,prostate gland
SRP218384,SRR9969891,public,416,Homo sapiens,prostate gland
SRP218384,SRR9969899,public,488,Homo sapiens,prostate gland
SRP218384,SRR9969900,public,579,Homo sapiens,prostate gland
SRP218384,SRR9969894,public,410,Homo sapiens,prostate gland
SRP218384,SRR9969915,public,428,Homo sapiens,prostate gland
SRP218384,SRR9969928,public,599,Homo sapiens,prostate gland
SRP218384,SRR9969937,public,1047,Homo sapiens,prostate gland
SRP218384,SRR9969939,public,520,Homo sapiens,prostate gland
SRP218384,SRR9969942,public,681,Homo sapiens,prostate gland
SRP218384,SRR9969909,public,811,Homo sapiens,prostate gland
SRP218384,SRR9969904,public,575,Homo sapiens,prostate gland
SRP218384,SRR9969903,public,883,Homo sapiens,prostate gland
SRP218384,SRR9969908,public,662,Homo sapiens,prostate gland
SRP218384,SRR9969907,public,554,Homo sapiens,prostate gland
SRP218384,SRR9969921,public,581,Homo sapiens,prostate gland
SRP218384,SRR9969920,public,558,Homo sapiens,prostate gland
SRP218384,SRR9969906,public,811,Homo sapiens,prostate gland
SRP218384,SRR9969923,public,466,Homo sapiens,prostate gland
SRP218384,SRR9969913,public,621,Homo sapiens,prostate gland
SRP218384,SRR9969949,public,1328,Homo sapiens,prostate gland
SRP218384,SRR9969950,public,1536,Homo sapiens,prostate gland
SRP218384,SRR9969951,public,1510,Homo sapiens,prostate gland
SRP222942,SRR10162402,public,2173,Homo sapiens,prostate gland
SRP222942,SRR10162403,public,1753,Homo sapiens,prostate gland
SRP222942,SRR10162404,public,1800,Homo sapiens,prostate gland
SRP222942,SRR10162405,public,1629,Homo sapiens,prostate gland
SRP222942,SRR10162406,public,1614,Homo sapiens,prostate gland
SRP222942,SRR10162407,public,1649,Homo sapiens,prostate gland
SRP222942,SRR10162408,public,1808,Homo sapiens,prostate gland
SRP222942,SRR10162409,public,1783,Homo sapiens,prostate gland
SRP222942,SRR10162410,public,1816,Homo sapiens,prostate gland
SRP222942,SRR10162411,public,1697,Homo sapiens,prostate gland
SRP222942,SRR10162412,public,1785,Homo sapiens,prostate gland
SRP222942,SRR10162413,public,1730,Homo sapiens,prostate gland
SRP222942,SRR10162414,public,1165,Homo sapiens,prostate gland
SRP222942,SRR10162415,public,1253,Homo sapiens,prostate gland
SRP222942,SRR10162416,public,1228,Homo sapiens,prostate gland
SRP222942,SRR10162417,public,1404,Homo sapiens,prostate gland
SRP222942,SRR10162418,public,1535,Homo sapiens,prostate gland
SRP222942,SRR10162419,public,1370,Homo sapiens,prostate gland
SRP222942,SRR10162420,public,1067,Homo sapiens,prostate gland
SRP222942,SRR10162421,public,1059,Homo sapiens,prostate gland
SRP222942,SRR10162422,public,1115,Homo sapiens,prostate gland
SRP222942,SRR10162423,public,1356,Homo sapiens,prostate gland
SRP222942,SRR10162424,public,1097,Homo sapiens,prostate gland
SRP222942,SRR10162425,public,1080,Homo sapiens,prostate gland
SRP222942,SRR10162426,public,1166,Homo sapiens,prostate gland
SRP222942,SRR10162427,public,1147,Homo sapiens,prostate gland
SRP235221,SRR11960812,public,12643,Homo sapiens,prostate gland
SRP235221,SRR11960813,public,13635,Homo sapiens,prostate gland
